year,province,track,batch,school_name,school_code,major_group,major_name,plan_type,min_score,min_rank,admit_count,source_url,source_name,notes
2023,广东,历史类,本科批,沈阳师范大学(中外合作办学),10166,202,,中外合作,489,47274,4,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,渤海大学,10167,201,,普通类,504,37451,3,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,鞍山师范学院,10169,201,,普通类,493,44350,1,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,大连外国语大学,10172,201,,普通类,539,19360,1,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,大连外国语大学,10172,202,,普通类,516,30480,17,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,东北财经大学,10173,201,,普通类,573,8410,1,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,东北财经大学,10173,202,,普通类,558,12589,11,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,东北财经大学(中外合作办学),10173,205,,中外合作,528,24164,12,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,东北财经大学(中外合作办学),10173,207,,中外合作,557,12702,2,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,沈阳音乐学院,10177,201,,普通类,492,45325,3,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,吉林大学,10183,201,,普通类,597,3736,6,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,吉林大学,10183,202,,普通类,626,1001,6,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,吉林大学,10183,203,,普通类,609,2320,5,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,吉林大学,10183,204,,普通类,610,2193,4,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,吉林大学,10183,212,,普通类,613,1975,2,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,吉林大学,10183,213,,普通类,604,2794,6,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,延边大学,10184,201,,普通类,548,15760,2,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,长春理工大学,10186,201,,普通类,467,63804,11,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,长春理工大学,10186,202,,普通类,518,29394,8,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,东北电力大学,10188,201,,普通类,519,28864,3,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,东北师范大学,10200,201,,普通类,598,3562,2,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,东北师范大学,10200,202,,普通类,593,4335,6,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,东北师范大学,10200,203,,普通类,594,4125,4,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,北华大学,10201,201,,普通类,502,38619,2,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,北华大学,10201,202,,普通类,500,39893,11,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,吉林师范大学,10203,201,,普通类,499,40293,2,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,吉林师范大学,10203,202,,普通类,514,31582,4,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,吉林师范大学,10203,203,,普通类,534,21675,1,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,长春师范大学,10205,201,,普通类,491,45819,4,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,长春师范大学,10205,202,,普通类,517,29696,8,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,长春师范大学,10205,207,,普通类,501,38983,2,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,吉林财经大学,10207,201,,普通类,514,31481,9,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,吉林财经大学(中外合作办学),10207,203,,中外合作,497,41523,6,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,吉林财经大学,10207,205,,普通类,509,34195,1,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,黑龙江大学,10212,201,,普通类,498,41181,35,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,哈尔滨理工大学,10214,201,,普通类,503,37818,10,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,哈尔滨理工大学,10214,202,,普通类,502,38485,4,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,燕山大学,10216,201,,普通类,520,28218,4,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,燕山大学,10216,202,,普通类,540,19070,4,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,哈尔滨工程大学,10217,201,,普通类,571,8714,12,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,黑龙江科技大学,10219,201,,普通类,492,45384,4,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,黑龙江科技大学,10219,202,,普通类,494,43957,24,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,黑龙江科技大学,10219,203,,普通类,495,42999,4,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,东北石油大学,10220,201,,普通类,484,51018,1,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,东北石油大学,10220,202,,普通类,507,35283,5,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,佳木斯大学,10222,201,,普通类,493,44448,15,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
